unique_number,id_no,rev_bis,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,region_en,region_fr,iso_code,udnp_code,transboundary
1316,1136,,Luis Barragán House and Studio,Maison-atelier de Luis Barragán,"<p>Built in 1948, the House and Studio of architect Luis Barrag&aacute;n in the suburbs of Mexico City represents an outstanding example of the architect&rsquo;s creative work in the post-Second World War period. The concrete building, totalling 1,161 m2, consists of a ground floor and two upper storeys, as well as a small private garden. Barrag&aacute;n&rsquo;s work integrated modern and traditional artistic and vernacular currents and elements into a new synthesis, which has been greatly influential, especially in the contemporary design of gardens, plazas and landscapes.</p>","<p>Construite en 1948, la maison-atelier de Luis Barrag&aacute;n dans la banlieue de Mexico constitue un exemple exceptionnel du travail cr&eacute;ateur de l&rsquo;architecte dans la p&eacute;riode qui suit la Seconde Guerre mondiale. Le b&acirc;timent de b&eacute;ton, d&rsquo;une superficie totale de 1 161 m2, comprend un rez-de-chauss&eacute;e et deux &eacute;tages ainsi qu&rsquo;un petit jardin privatif. L&rsquo;&oelig;uvre de Barrag&aacute;n associe des courants et &eacute;l&eacute;ments artistiques modernes et traditionnels en une nouvelle synth&egrave;se qui a exerc&eacute; une influence consid&eacute;rable, notamment sur la conception contemporaine des jardins, des places et des paysages.</p>","<p><em>Criterion (i):</em> The House and Studio of Luis Barrag&aacute;n represents a masterpiece of the new developments in the Modern Movement, integrating traditional, philosophical and artistic currents into a new synthesis.</p>
<p><em>Criterion (ii):</em> The work of Luis Barrag&aacute;n exhibits the integration of modern and traditional influences, which in turn have had an important impact especially on the design of garden and urban landscape design.</p>","<p><em>Crit&egrave;re (i) :</em> La maison-atelier de Luis Barrag&aacute;n est un chef-d&rsquo;oeuvre des nouveaux d&eacute;veloppements du mouvement moderne, int&eacute;grant les courants traditionnels, philosophiques et artistiques en une nouvelle synth&egrave;se.</p>
<p><em>Crit&egrave;re (ii) :</em> L&rsquo;oeuvre de Luis Barrag&aacute;n int&egrave;gre des influences modernes et traditionnelles, synth&egrave;se qui a eu &agrave; son tour un impact important, notamment sur la conception des jardins et des paysages urbains.</p>",2004,,,-99.19833333,19.41833333,0.1161,1,1,0,0,0,0,0,0,0,0,(i)(ii),Cultural,C,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1873,1182,Ter,Islands and Protected Areas of the Gulf of California,Îles et aires protégées du Golfe de Californie,"<p>The site comprises 244 islands, islets and coastal areas that are located in the Gulf of California in north-eastern Mexico. The Sea of Cortez and its islands have been called a natural laboratory for the investigation of speciation. Moreover, almost all major oceanographic processes occurring in the planet&rsquo;s oceans are present in the property, giving it extraordinary importance for study. The site is one of striking natural beauty in a dramatic setting formed by rugged islands with high cliffs and sandy beaches, which contrast with the brilliant reflection from the desert and the surrounding turquoise waters. It is home to 695 vascular plant species, more than in any marine and insular property on the World Heritage List. Equally exceptional is the number of fish species: 891, 90 of them endemic. The site, moreover, contains 39% of the world&rsquo;s total number of species of marine mammals and a third of the world&rsquo;s marine cetacean species.</p>","<p>Le site comprend 244 &icirc;les, &icirc;lots et zones c&ocirc;ti&egrave;res situ&eacute;es dans le golfe de Californie au nord-est du Mexique. La mer de Cortez et ses &icirc;les sont consid&eacute;r&eacute;es comme un laboratoire naturel pour la recherche en mati&egrave;re de sp&eacute;ciation. De plus, presque tous les grands processus oc&eacute;anographiques &agrave; l&rsquo;&oelig;uvre dans les oc&eacute;ans de la plan&egrave;te sont repr&eacute;sent&eacute;s sur le site, lui donnant une importance sans commune mesure pour l&rsquo;&eacute;tude. Le site est d&rsquo;une beaut&eacute; naturelle remarquable et offre un paysage spectaculaire d&rsquo;&icirc;les au relief accident&eacute; compos&eacute; de hautes falaises et de plages de sable, qui contrastent avec le cadre d&eacute;sertique qui s&rsquo;y refl&egrave;te et les eaux environnantes turquoise. Le site abrite 695 esp&egrave;ces de plantes vasculaires, plus que dans tout autre site marin et insulaire de la Liste du patrimoine mondial. Il est &eacute;galement exceptionnel du point de vue du nombre d&rsquo;esp&egrave;ces de poissons : 891, dont 90 end&eacute;miques. De plus, le site h&eacute;berge 39 % du nombre total d&rsquo;esp&egrave;ces de mammif&egrave;res marins et un tiers du nombre total des esp&egrave;ces de c&eacute;tac&eacute;s de la Terre.</p>","<p><em>Criterion (ix): </em>The property ranks higher than other marine and insular World Heritage properties as it represents a unique example in which, in a very short distance, there are simultaneously &ldquo;bridge islands&rdquo; (populated by land in ocean level decline during glaciations) and oceanic islands (populated by sea and air). Moreover, almost all major oceanographic processes occurring in the planet&rsquo;s oceans are present in the property, giving it extraordinary importance for the study of marine and coastal processes. These processes are indeed supporting the high marine productivity and biodiversity richness that characterize the Gulf of California.</p>
<p><em>Criterion (vii): </em>The serial property is of striking natural beauty and provides a dramatic setting due to the rugged forms of the islands, with high cliffs and sandy beaches contrasting with the brilliant reflection from the desert and the surrounding turquoise waters. The diversity of forms and colours is complemented by a wealth of birds and marine life. The diversity and abundance of marine life associated to spectacular submarine forms and high water transparency makes the property a diver&rsquo;s paradise.</p>
<p><em>Criterion (x): </em>The diversity of terrestrial and marine life is extraordinary and constitutes a unique ecoregion of high priority for biodiversity conservation. The number of species of vascular plants (695) present in this serial property is higher than that reported in other marine and insular properties included in the WH List. The number of species of fish (891) is also highest when compared to a number of marine and insular properties. In addition the marine endemism is important, with 90 endemic fishes. The serial property contains 39% of the world&rsquo;s total number of marine mammal&rsquo;s species and a third of the world&rsquo;s total number of marine cetacean&rsquo;s species. In addition the serial property includes a good sample of the Sonora desert ecosystems, considered one of the richest deserts in the world from the desert biodiversity point of view.</p>","<p><em>Crit&egrave;re (ix) : </em>Le bien se compare favorablement &agrave; d&rsquo;autres biens marins et insulaires du patrimoine mondial car il repr&eacute;sente un exemple exceptionnel o&ugrave; il y a, sur une tr&egrave;s courte distance, &agrave; la fois des &laquo; &icirc;les ponts &raquo; (peupl&eacute;es par voie terrestre ou lorsque le niveau des oc&eacute;ans a baiss&eacute; durant les glaciations) et des &icirc;les oc&eacute;aniques (peupl&eacute;es par voie maritime ou a&eacute;rienne). En outre, presque tous les grands processus oc&eacute;anographiques des oc&eacute;ans de la plan&egrave;te sont pr&eacute;sents dans le bien propos&eacute;, ce qui lui donne une importance extraordinaire pour l&rsquo;&eacute;tude des processus marins et c&ocirc;tiers. Ces processus maintiennent en effet la grande productivit&eacute; marine et la riche biodiversit&eacute; qui caract&eacute;risent le Golfe de Californie.</p>
<p><em>Crit&egrave;re (vii) : </em>Le bien en s&eacute;rie propos&eacute; est d&rsquo;une beaut&eacute; naturelle remarquable et offre un paysage spectaculaire en raison de son relief accident&eacute; compos&eacute; de hautes falaises et de plages de sable qui contrastent avec le cadre d&eacute;sertique et les eaux turquoise. La diversit&eacute; des formes et des couleurs est compl&eacute;t&eacute;e par la richesse des oiseaux et de la vie marine. Compte tenu de la diversit&eacute; et de l&rsquo;abondance de la vie marine, associ&eacute;es &agrave; des reliefs sous-marins spectaculaires et &agrave; la transparence extraordinaire de l&rsquo;eau, ce bien est un paradis pour les plongeurs.</p>
<p><em>Crit&egrave;re (x) : </em>La diversit&eacute; de la vie terrestre et marine est extraordinaire et fait de la r&eacute;gion une &eacute;cor&eacute;gion unique qui rev&ecirc;t une tr&egrave;s haute priorit&eacute; pour la conservation de la biodiversit&eacute;. Le nombre d&rsquo;esp&egrave;ces de plantes vasculaires (695) pr&eacute;sentes dans ce bien en s&eacute;rie est plus &eacute;lev&eacute; que dans d&rsquo;autres biens marins et insulaires inscrits sur la Liste du patrimoine mondial. Le nombre d&rsquo;esp&egrave;ces de poissons (891) est &eacute;galement plus &eacute;lev&eacute; que dans plusieurs biens marins et insulaires ; en outre, l&rsquo;end&eacute;misme marin est important avec 90 poissons end&eacute;miques. Le bien en s&eacute;rie contient 39 pour cent du nombre total mondial d&rsquo;esp&egrave;ces de mammif&egrave;res marins et un tiers du total mondial d&rsquo;esp&egrave;ces de c&eacute;tac&eacute;s marins. En outre, ce bien en s&eacute;rie contient un bon &eacute;chantillon des &eacute;cosyst&egrave;mes du d&eacute;sert de Sonora consid&eacute;r&eacute; comme un des d&eacute;serts plus riches du monde du point de vue de la biodiversit&eacute; des d&eacute;serts.</p>",2005,,,-112.54583,27.62667,688558,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1386,1209,,Agave Landscape and Ancient Industrial Facilities of Tequila,Paysage d’agaves et anciennes installations industrielles de Tequila,"<p>The 34,658 ha site, between the foothills of the Tequila Volcano and the deep valley of the Rio Grande River, is part of an expansive landscape of blue agave, shaped by the culture of the plant used since the 16th century to produce tequila spirit and for at least 2,000 years to make fermented drinks and cloth. Within the landscape are working distilleries reflecting the growth in the international consumption of tequila in the 19th and 20th centuries. Today, the agave culture is seen as part of national identity. The area encloses a living, working landscape of blue agave fields and the urban settlements of Tequila, Arenal, and Amatitan with large distilleries where the agave &lsquo;pineapple' is fermented and distilled. The property is also a testimony to the Teuchitlan cultures which shaped the Tequila area from AD 200-900, notably through the creation of terraces for agriculture, housing, temples, ceremonial mounds and ball courts.</p>","<p>Le site de 34 658 ha s&rsquo;&eacute;tend du pied du volcan Tequila jusqu&rsquo;au canyon du Rio Grande. Il comprend de vastes paysages d&rsquo;agaves bleues, fa&ccedil;onn&eacute;s par la culture de cette plante qui est utilis&eacute;e depuis le XVIe si&egrave;cle pour produire la tequila et depuis au moins 2 000 ans pour fabriquer des boissons ferment&eacute;es et des textiles. On trouve dans ce paysage des distilleries en activit&eacute; qui refl&egrave;tent l&rsquo;essor de la consommation internationale de tequila au XIXe et XXe si&egrave;cles. Aujourd&rsquo;hui, la culture de l&rsquo;agave est consid&eacute;r&eacute;e comme un &eacute;l&eacute;ment intrins&egrave;que de l&rsquo;identit&eacute; nationale mexicaine. La zone englobe un paysage vivant et exploit&eacute; de champs d&rsquo;agaves bleues et les peuplements urbains de Tequila, El Arenal et Amatitan, abritant de grandes distilleries o&ugrave; le c&oelig;ur de l&rsquo;agave (l&rsquo;ananas) est ferment&eacute; et distill&eacute;. La zone comprend &eacute;galement des sites arch&eacute;ologiques qui contiennent des t&eacute;moignages de la culture Teuchitlan qui a fa&ccedil;onn&eacute; la zone de Tequila de 200 &agrave; 900 apr. J.-C., notamment &agrave; travers la cr&eacute;ation de terrasses pour l&rsquo;agriculture, d&rsquo;habitations, de temples, de tertres c&eacute;r&eacute;moniels et de terrains de jeu de balle.</p>",,,2006,,,-103.7786111111,20.8630555555,35018.852,0,1,0,1,1,1,0,0,0,0,(ii)(iv)(v)(vi),Cultural,C,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1427,1250,,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),Campus central de la cité universitaire de l’<i>Universidad Nacional Autónoma de Mexico</i> (UNAM),"<p>The ensemble of buildings, sports facilities and open spaces of the Central University City Campus of the Universidad Nacional Aut&oacute;noma de M&eacute;xico (UNAM), was built from 1949 to 1952 by more than 60 architects, engineers and artists who were involved in the project. As a result, the campus constitutes a unique example of 20th-century modernism integrating urbanism, architecture, engineering, landscape design and fine arts with references to local traditions, especially to Mexico&rsquo;s pre-Hispanic past. The ensemble embodies social and cultural values of universal significance and is one of the most significant icons of modernity in Latin America.</p>","<p>Le campus qui est constitu&eacute; d&rsquo;un ensemble de b&acirc;timents, d&rsquo;&eacute;quipements sportifs et d&rsquo;espaces ouverts dans la zone m&eacute;ridionale de Mexico a &eacute;t&eacute; construit entre 1949 et 1952. Plus de 60 architectes, ing&eacute;nieurs et artistes ont travaill&eacute; au projet. Le campus est un superbe exemple du modernisme du XXe si&egrave;cle, il illustre l&rsquo;int&eacute;gration de l&rsquo;urbanisme, de l&rsquo;architecture, de l&rsquo;ing&eacute;nierie, de l&rsquo;architecture de paysage et des beaux-arts et leur association avec des r&eacute;f&eacute;rences aux traditions locales, notamment le pass&eacute; pr&eacute;hispanique du Mexique. L&rsquo;ensemble incarne des valeurs sociales et culturelles de port&eacute;e universelle. Reconnu dans le monde entier, ce campus est l&rsquo;un des grands symboles de la modernit&eacute; en Am&eacute;rique latine.</p>",,,2007,,,-99.1880555555,19.3322222222,176.5,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1493,1274,,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Ville protégée de San Miguel et sanctuaire de Jésus Nazareno de Atotonilco,"<p>The fortified town, first established in the 16th century to protect the Royal Route inland, reached its apogee in the 18th century when many of its outstanding religious and civic buildings were built in the style of the Mexican Baroque. Some of these buildings are masterpieces of the style that evolved in the transition from Baroque to neoclassical. Situated 14 km from the town, the Jesuit sanctuary, also dating from the 18th century, is one of the finest examples of Baroque art and architecture in the New Spain. It consists of a large church, and several smaller chapels, all decorated with oil paintings by Rodriguez Ju&aacute;rez and mural paintings by Miguel Antonio Mart&iacute;nez de Pocasangre. Because of its location, San Miguel de Allende acted as a melting pot where Spaniards, Creoles and Amerindians exchanged cultural influences while the Sanctuary of Jes&uacute;s Nazareno de Atotonilco constitutes an exceptional example of the exchange between European and Latin American cultures. Its architecture and interior decoration testify to the influence of Saint Ignacio de Loyola&rsquo;s doctrine.</p>","<p>La ville fortifi&eacute;e, &eacute;tablie au XVIe si&egrave;cle pour prot&eacute;ger la route int&eacute;rieure royale, a atteint son apog&eacute;e au XVIIIe si&egrave;cle quand de nombreux &eacute;difices religieux et civils ont &eacute;t&eacute; construits dans le style baroque mexicain. Certains de ces b&acirc;timents sont des chefs-d&rsquo;&oelig;uvre de ce style qui a &eacute;volu&eacute; durant la transition du baroque au n&eacute;oclassique. Situ&eacute; &agrave; 14 km de la ville, le sanctuaire j&eacute;suite, datant &eacute;galement du XVIIIe si&egrave;cle, est un des plus beaux exemples de l&rsquo;art et de l&rsquo;architecture baroques en Nouvelle Espagne. Il est constitu&eacute; d&rsquo;une grande &eacute;glise et de plusieurs chapelles plus petites, toutes d&eacute;cor&eacute;es avec des peintures &agrave; l&rsquo;huile de Rodriguez Ju&aacute;rez et des peintures murales de Miguel Antonio Mart&iacute;nez de Pocasangre. De par sa position, San Miguel de Allende a fait office de creuset o&ugrave; se m&ecirc;laient les influences culturelles espagnoles, cr&eacute;oles et am&eacute;rindiennes. Le sanctuaire, lui, constitue un exemple exceptionnel d&rsquo;&eacute;changes culturels entre l&rsquo;Europe et l&rsquo;Am&eacute;rique latine. Son architecture et sa d&eacute;coration int&eacute;rieure sont des t&eacute;moins de l&rsquo;influence de la doctrine de Saint Ignace de Loyola.</p>",,,2008,,,-100.7463888889,20.9144444444,46.95,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1521,1290,,Monarch Butterfly Biosphere Reserve,Réserve de biosphère du papillon monarque,"<p>The 56,259 ha biosphere lies within rugged forested mountains about 100 km northwest of Mexico City. Every autumn, millions, perhaps a billion, butterflies from wide areas of North America return to the site and cluster on small areas of the forest reserve, colouring its trees orange and literally bending their branches under their collective weight. In the spring, these butterflies begin an 8 month migration that takes them all the way to Eastern Canada and back, during which time four successive generations are born and die. How they find their way back to their overwintering site remains a mystery.</p>","<p>La r&eacute;serve de biosph&egrave;re du papillon monarque est situ&eacute;e dans une cha&icirc;ne de montagnes &agrave; environ 100 km au nord-ouest de Mexico. Sur ces 56 259 ha, chaque automne, des millions, voire un milliard, de papillons provenant des vastes espaces nord-am&eacute;ricains s&rsquo;amoncellent sur de petites parcelles foresti&egrave;res de la r&eacute;serve, colorant les arbres en orange et faisant ployer les branches sous leur poids collectif. Au printemps, ces papillons reprennent une migration de 8 mois, vers l&rsquo;est du Canada avant de revenir au Mexique. Durant cette p&eacute;riode, quatre g&eacute;n&eacute;rations successives na&icirc;tront et mourront. Nous ignorons encore aujourd&rsquo;hui comment ils parviennent &agrave; retrouver leur chemin vers le site d&rsquo;hivernage.</p>",,,2008,,,-100.2416666667,19.6063888889,13551.552,0,0,0,0,0,0,1,0,0,0,(vii),Natural,N,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1691,1351,,Camino Real de Tierra Adentro,Camino Real de Tierra Adentro,"<p>Camino Real de Tierra Adentro was the Royal Inland Road, also known as the Silver Route. The inscribed property consists of 55 sites and five existing World Heritage sites lying along a 1400 km section of this 2600 km route, that extends north from Mexico City to Texas and New Mexico, United States of America. The route was actively used as a trade route for 300 years, from the mid-16th to the 19th centuries, mainly for transporting silver extracted from the mines of Zacatecas, Guanajuato and San Luis Potos&iacute;, and mercury imported from Europe. Although it is a route that was motivated and consolidated by the mining industry, it also fostered the creation of social, cultural and religious links in particular between Spanish and Amerindian cultures.</p>","<p>Le Camino Real de Tierra Adentro &eacute;tait la route royale int&eacute;rieure, &eacute;galement connue sous le nom de Route de l'argent. Le bien inscrit, qui se compose de 55 sites et de cinq autres d&eacute;j&agrave; inscrits sur la Liste du patrimoine mondial, concerne une section de 1400 km de cette route d'une longueur totale de 2600 km qui partait du nord de Mexico pour se prolonger jusqu'au Texas et au Nouveau-Mexique, aux Etats-Unis. Cette route, utilis&eacute;e de la moiti&eacute; du 16e au 19e si&egrave;cle, servait principalement &agrave; convoyer l'argent extrait des mines de Zacatecas, de Guanajuato et de San Luis Potos&iacute; et le mercure import&eacute; d'Europe. Bien qu'elle doive son existence et sa consolidation &agrave; l'industrie mini&egrave;re, cette route favorisa aussi la cr&eacute;ation de liens sociaux, culturels et religieux, en particulier entre les cultures espagnole et am&eacute;rindienne.</p>",,,2010,,,-102.3791666667,22.6080555556,3101.91,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1693,1352,,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Grottes préhistoriques de Yagul et Mitla au centre de la vallée de Oaxaca,"<p>This property lies on the northern slopes of the Tlacolula valley in subtropical central Oaxaca and consists of two pre-Hispanic archaeological complexes and a series of pre-historic caves and rock shelters. Some of these shelters provide archaeological and rock-art evidence for the progress of nomadic hunter-gathers to incipient farmers. Ten thousand-year-old Cucurbitaceae seeds in one cave, Guil&aacute; Naquitz, are considered to be the earliest known evidence of domesticated plants in the continent, while corn cob fragments from the same cave are said to be the earliest documented evidence for the domestication of maize. The cultural landscape of the Prehistoric Caves of Yagul and Mitla demonstrates the link between man and nature that gave origin to the domestication of plants in North America, thus allowing the rise of Mesoamerican civilizations.</p>","<p>Situ&eacute; dans la vall&eacute;e de Tlacolula, dans l'Etat subtropical d'Oaxaca, ce bien se compose de deux ensembles arch&eacute;ologiques pr&eacute;hispaniques et une s&eacute;rie de grottes pr&eacute;historiques et d'abris sous roche. Certains de ces abris ont livr&eacute; des traces arch&eacute;ologiques et d'art rupestre qui sont un t&eacute;moignage des premiers agriculteurs s&eacute;dentaris&eacute;s. Des graines de cucurbitac&eacute;e vieilles de 10 000 ans d&eacute;couvertes dans la grotte Guil&aacute; Naquitz sont consid&eacute;r&eacute;es comme les premiers t&eacute;moignages de plantes domestiqu&eacute;es sur le continent tandis que des fragments d'&eacute;pis de ma&iuml;s trouv&eacute;s dans la m&ecirc;me grotte apparaissent comme les t&eacute;moignages des plus anciens de domestication du ma&iuml;s. Le paysage culturel des grottes de Yagul et Mitla d&eacute;montre le lien entre l'homme et la nature qui est &agrave; l'origine de la domestication des plantes en Am&eacute;rique du Nord, permettant ainsi le d&eacute;veloppement des civilisations m&eacute;soam&eacute;ricaines.</p>",,,2010,,,-96.4211111111,16.9508333333,1515.17,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
1858,1410,,El Pinacate and Gran Desierto de Altar Biosphere Reserve,Réserve de biosphère El Pinacate et le Grand désert d’Altar,"<p>The 714,566 hectare site comprises two distinct parts: the dormant volcanic Pinacate Shield of black and red lava flows and desert pavements to the east, and, in the west, the Gran Altar Desert with its ever changing and varied sand dunes that can reach a height of 200 metres. This landscape of dramatic contrast notably features linear, star and dome dunes as well as several arid granite massifs, some as high as 650 metres. The dunes emerge like islands from the sea of sand and harbour distinct and highly diverse plant and wildlife communities, including endemic freshwater fish species and the endemic Sonoran Pronghorn, which is only to be found in northwestern Sonora and in southwestern Arizona (USA). Ten enormous, deep and almost perfectly circular craters, believed to have been formed by a combination of eruptions and collapses, also contribute to the dramatic beauty of the site whose exceptional combination of features are of great scientific interest. The site is also a <a href=""http://www.unesco.org/new/en/natural-sciences/environment/ecological-sciences/man-and-biosphere-programme/"">UNESCO Biosphere Reserve</a>.</p>","<p>Ce site de 714&nbsp;566 hectares comprend deux types de paysages&nbsp;: &agrave; l&rsquo;est, la zone volcanique dormante compos&eacute;e du bouclier du Pinacate, de vastes coul&eacute;es de lave noires et rouges et d&rsquo;un pavement d&eacute;sertique&nbsp;; &agrave; l&rsquo;ouest, le Grand D&eacute;sert de l&rsquo;Altar avec ses dunes pouvant atteindre deux cents m&egrave;tres de haut. Ce paysage fortement contrast&eacute; comprend des dunes lin&eacute;aires, en &eacute;toile et &agrave; coupole, ainsi que des massifs granitiques arides, pouvant culminer &agrave; 650 m&egrave;tres, qui &eacute;mergent comme des &icirc;les dans une mer de sable. Chaque paysage propose une communaut&eacute; distincte de plantes et d&rsquo;animaux, notamment des esp&egrave;ces end&eacute;miques de poissons d&rsquo;eau douce et l&rsquo;antilocapre de Sonora, esp&egrave;ce que l&rsquo;on ne trouve qu&rsquo;au sud-ouest de l&rsquo;Arizona (Etats-Unis) et au nord-ouest du Sonora. La caract&eacute;ristique la plus frappante du point de vue visuel est la concentration de dix maars (crat&egrave;res volcaniques d&rsquo;explosion), &eacute;normes, profonds et presque parfaitement circulaires. Ils seraient n&eacute;s d&rsquo;une association d&rsquo;&eacute;ruptions et d&rsquo;effondrements et contribuent &agrave; la beaut&eacute; tragique de ce site pr&eacute;sentant des caract&eacute;ristiques d&rsquo;un grand int&eacute;r&ecirc;t scientifique.</p>",,,2013,,,-113.9166666667,32,714566,0,0,0,0,0,0,1,1,0,1,(vii)(viii)(x),Natural,N,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
2024,1463,,Aqueduct of Padre Tembleque Hydraulic System,Système hydraulique de l'aqueduc de Padre Tembleque,"<p>This 16<sup>th</sup> century aqueduct is located between the states of Mexico and Hidalgo, on the Central Mexican Plateau. This heritage canal system encompasses a water catchment area, springs, canals, distribution tanks and arcaded aqueduct bridges. The site incorporates the highest single-level arcade ever built in an aqueduct. Initiated by the Franciscan friar, Padre Tembleque, and built with support from the local indigenous communities, this hydraulic system is an example of the exchange of influences between the European tradition of Roman hydraulics and traditional Mesoamerican construction techniques, including the use of adobe.</p>","<p>Construit au XVIe siècle, cet aqueduc est situé entre l’Etat de Mexíco et l’Etat d’Hidalgo, sur le plateau central mexicain. Ce réseau de canaux du patrimoine comprend notamment une zone de captage des eaux, des sources, des canaux, des réservoirs et des ponts-aqueducs à arcades. Le bien intègre la plus haute arcade sur un seul niveau jamais construite dans un aqueduc. Initié par le père franciscain Tembleque et construit avec le soutien des communautés locales, ce système hydraulique témoigne d’un échange d’influences entre tradition européenne, en matière de connaissance des systèmes hydrauliques romains notamment, et culture mésoaméricaine, représentée entre autre par l’utilisation de méthodes locales de construction en adobe.</p>",,,2015,,,-98.6625666667,19.8352777778,6540,1,1,0,1,0,0,0,0,0,0,(i)(ii)(iv),Cultural,C,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
2102,1510,,Archipiélago de Revillagigedo,Archipel de Revillagigedo,"<p>Located in the eastern Pacific Ocean, this archipelago is made up of four remote islands and their surrounding waters: San Benedicto, Socorro, Roca Partida and Clarión. This archipelago is part of a submerged mountain range, with the four islands representing the peaks of volcanoes emerging above sea level. The islands provide critical habitat for a range of wildlife and are of particular importance for seabirds. The surrounding waters have a remarkable abundance of large pelagic species, such as manta rays, whales, dolphins and sharks. </p>","<p>Cet archipel, situé dans le Pacifique Est, se compose de quatre îles isolées et de leurs eaux environnantes : San Benedicto, Socorro, Roca Partida et Clarión. Cet archipel fait partie d’une chaîne de montagnes sous-marines, et les quatre îles représentent les sommets de volcans émergeant de la mer. Les îles offrent un habitat vital à de nombreuses espèces sauvages, et elles sont particulièrement importantes pour les oiseaux marins. Les eaux qui les entourent se caractérisent par une concentration remarquable d’espèces pélagiques de grande taille comme les raies manta, les baleines, les dauphins et les requins. </p>",,,2016,,,-110.9752777778,18.7880555556,636685.375,0,0,0,0,0,0,1,0,1,1,(vii)(ix)(x),Natural,N,Mexico,Mexique,Latin America and the Caribbean,Amérique latine et Caraïbes,mx,mex,0
2093,1503,,Nan Madol: Ceremonial Centre of Eastern Micronesia,Nan Madol : centre cérémoniel de la Micronésie orientale,"<p>Nan Madol is a series of more than 100 islets off the south-east coast of Pohnpei that were constructed with walls of basalt and coral boulders. These islets harbour the remains of stone palaces, temples, tombs and residential domains built between 1200 and 1500 CE. These ruins represent the ceremonial centre of the Saudeleur dynasty, a vibrant period in Pacific Island culture. The huge scale of the edifices, their technical sophistication and the concentration of megalithic structures bear testimony to complex social and religious practices of the island societies of the period. The site was also inscribed on the List of World Heritage in Danger due to threats, notably the siltation of waterways that is contributing to the unchecked growth of mangroves and undermining existing edifices.</p>","<p>Nan Madol est une série de plus de 100 îlots artificiels formés de murs de basalt et de blocs de corail, située au large de la côte sud-est de Pohnpei. Ces îlots abritent les vestiges de palais, de temples, de sépultures et de domaines résidentiels en pierre, érigés entre 1200 et 1500 ans de notre ère. Ces vestiges représentent le centre cérémoniel de la dynastie Saudeleur, une période dynamique de la culture insulaire du Pacifique. L’échelle colossale de ces édifices, le perfectionnement technique et la concentration des structures mégalithiques témoignent de la complexité des pratiques sociales et religieuses des sociétés insulaires de l’époque. Le site a été inscrit simultanément sur la Liste du patrimoine mondial en péril en raison de menaces, notamment l'envasement des voies navigables qui favorise la croissance incontrôlée de la mangrove et fragilise les constructions existantes.</p>",,,2016,,,158.3308333333,6.8397222222,76.7,1,0,1,1,0,1,0,0,0,0,(i)(iii)(iv)(vi),Cultural,C,Micronesia (Federated States of),Micronésie (Etats fédérés de),Asia and the Pacific,Asie et pacifique,fm,fsm,0
